연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장주소,기업형태,담당기관,등록일,연락처
7254,2023.5.12,2023-05-12~2023-07-11,한국부동산원 수원지사,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,9620,무관,0년개월,무관,,    ,경기도 수원시 팔달구 경수대로 464 (인계동) 기아빌딩 7층,중소,부산지역본부,2023.5.12,1588-1519
7255,2023.5.12,2023-05-12~2023-07-28,법무법인(유한)대륜,사무 보조원,계약직,시급,9620,무관,무관,무관,,    ,부산광역시 해운대구 센텀중앙로 66 센텀T타워 1105~1106호,중소,부산지역본부,2023.5.12,1588-1519
7256,2023.5.12,2023-05-12~2023-06-30,(주)엠제이텍스타일,배송·납품 운전원(납품영업 포함),계약직,시급,9620,무관,0년개월,무관,,    ,부산광역시 부산진구 신암로83번길 32 (범천동)엠제이텍스타일,중소,부산지역본부,2023.5.12,1588-1519
7257,2023.5.12,2023-05-12~2023-05-31,(주)청운산업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,0년개월,무관,,    ,경상남도 거제시 장평3로 80 .2dock (장평동),중소,경남동부지사,2023.5.17,1588-1519
7258,2023.5.12,2023-05-12~2023-07-31,하얀기업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9620,무관,0년개월,무관,,    ,경상남도 창원시 마산회원구 내서읍 중리공단로5길 28-1 하얀기업,중소,경남동부지사,2023.5.12,1588-1519
7259,2023.5.12,2023-05-12~2023-06-30,경남크린산업,세탁원,상용직,시급,9620,무관,0년개월,무관,,    ,경상남도 김해시 진영읍 본산2로79번길 21 본산리 315-7,중소,경남동부지사,2023.5.12,1588-1519
7260,2023.5.12,2023-05-12~2023-08-11,주식회사 제주참농,식품 분야 단순 종사원,상용직,시급,9620,무관,무관,무관,,    ,제주특별자치도 제주시 애월읍 광령평화4길 14 (광령리),중소,제주지사,2023.5.12,1588-1519
7261,2023.5.12,2023-05-12~2023-05-26,주식회사 잡인잡,자동차 부품 조립·검사원,상용직,시급,9620,무관,0년개월,무관,,    ,충청북도 청주시 흥덕구 월명로 42 (봉명동),중소,충북지사,2023.5.12,1588-1519
7262,2023.5.12,2023-05-12~2023-05-22,한국농수산대학,환경·청소 관리자,상용직,시급,9620,신입,무관,무관,,    ,전라북도 전주시 덕진구 콩쥐팥쥐로 1515 국립한국농수산대학교,"공사,공공",전북지사,2023.5.12,1588-1519
7263,2023.5.12,2023-05-12~2023-05-19,전라북도익산교육지원청,임상심리사(심리치료사),상용직,시급,9620,무관,무관,무관,,    ,전라북도 익산시 중앙로 127 (마동),"공사,공공",전북지사,2023.5.12,1588-1519
7264,2023.5.12,2023-05-12~2023-05-23,전주초포초등학교,환경 미화원,상용직,시급,9620,무관,0년개월,무관,,    ,"전라북도 전주시 덕진구 초포로 171 (호성동2가), 2가 835","공사,공공",전북지사,2023.5.12,1588-1519
7265,2023.5.12,2023-05-12~2023-05-31,현대건설（주）,환경 미화원,계약직,월급,1050000,무관,무관,무관,,    ,서울특별시 종로구 율곡로 75 ,중소,경남동부지사,2023.5.15,1588-1519
7266,2023.5.12,2023-05-12~2023-05-30,주식회사 엘림,세탁원,상용직,시급,9620,무관,무관,무관,,    ,충청북도 음성군 감곡면 상우길 274 감곡세탁공장,중소,충북지사,2023.5.12,1588-1519
7267,2023.5.12,2023-05-12~2023-06-30,(주)맨파워코리아,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,"서울특별시 강남구 테헤란로 409  (삼성동, ,29,30 동신빌딩11층)",중소,대전지역본부,2023.5.12,1588-1519
7268,2023.5.12,2023-05-12~2023-05-26,한국전력공사 대전세종충남본부,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,9620,무관,무관,무관,,    ,대전광역시 동구 송촌남로11번길 170 (용전동),"공사,공공",대전지역본부,2023.5.12,1588-1519
7269,2023.5.12,2023-05-12~2023-05-19,삼성서울병원,사무 보조원,계약직,월급,1800000,무관,0년개월,무관,,    ,"서울특별시 강남구 일원로 81 (일원동,삼성의료원)",대기업,서울동부지사,2023.5.12,1588-1519
7270,2023.5.11,2023-05-11~2023-06-30,(주)아워홈 근로복지공단창원병원점,단체 급식 보조원,시간제,시급,9620,무관,0년개월,무관,,    ,경상남도 창원시 성산구 창원대로 721 (중앙동) 1층(지하),대기업,경남동부지사,2023.5.18,1588-1519
7271,2023.5.11,2023-05-11~2023-05-15,한국전력공사 제주본부 ,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,일급,76960,무관,무관,무관,,    ,제주특별자치도 제주시 문연로 36 (연동),중소,제주지사,2023.5.11,1588-1519
7272,2023.5.11,2023-05-11~2023-08-10,한국부동산원 제주지사,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,9620,무관,0년개월,무관,,    ,제주특별자치도 제주시 연삼로 473 5층(이도이동),"공사,공공",제주지사,2023.5.11,1588-1519
7273,2023.5.11,2023-05-11~2023-05-19,튼튼고려정형외과의원,건물 청소원(클린마스터),상용직,시급,9620,무관,0년개월,무관,,    ,전라북도 익산시 하나로 432 (어양동),개인,전북지사,2023.5.11,1588-1519
7274,2023.5.11,2023-05-11~2023-05-31,다정,일반 음식점 서빙원 및 홀정리원,상용직,월급,1004000,무관,무관,무관,,    ,전라북도 완주군 용진읍 신지암로 45 ,중소,전북지사,2023.5.11,1588-1519
7275,2023.5.11,2023-05-11~2023-05-18,전라북도교육청고창도서관,건물 경비원,상용직,시급,9620,무관,0년개월,무관,,    ,전라북도 고창군 고창읍 천변북로 109 고창도서관,"공사,공공",전북지사,2023.5.11,1588-1519
7276,2023.5.11,2023-05-11~2023-06-09,(주)이랜드이츠 애슐리퀸즈 전주STS점,주방 보조원(일반 음식점),상용직,시급,9620,무관,0년개월,무관,,    ,전라북도 전주시 완산구 용머리로 45 (효자동1가)2층,중소,전북지사,2023.5.11,1588-1519
7277,2023.5.11,2023-05-11~2023-07-31,다함,기타 금속공작기계 조작원 및 보조원,상용직,시급,9620,무관,0년개월,무관,,    ,강원도 원주시 흥업면 원문로 813-5 바동,개인,강원지사,2023.5.11,1588-1519
7278,2023.5.11,2023-05-11~2023-05-31,(주)예원,종이제품 생산기계 조작원,상용직,월급,2820000,무관,무관,무관,,    ,충청북도 청주시 청원구 북이면 내추옥수길 109 (북이면),중소,충북지사,2023.5.11,1588-1519
7279,2023.5.11,2023-05-11~2023-05-31,(주)이마트에브리데이,매장 정리원(매장 보조원),계약직,월급,1500000,무관,무관,무관,,    ,서울특별시 성동구 성수일로 56 (성수동2가) 10층,대기업,충북지사,2023.5.11,1588-1519
7280,2023.5.11,2023-05-11~2023-05-26,(주)케이티씨에스,사무 보조원,계약직,월급,1054800,무관,무관,무관,,    ,"대전광역시 서구 갈마로 160 (괴정동, KT인재개발원) 본관 3층",중소,대전지역본부,2023.5.11,1588-1519
7281,2023.5.11,2023-05-11~2023-05-26,산업연구원,공공행정 사무원,계약직,월급,2020000,무관,무관,무관,전산학·컴퓨터공학,    ,세종특별자치시  시청대로 370 세종국책연구단지 경제정책동(C동) (반곡동),"공사,공공",대전지역본부,2023.5.12,1588-1519
7282,2023.5.11,2023-05-11~2023-06-02,한국동그라미파트너스,세차원 및 운송장비 청소원,상용직,시급,10300,무관,무관,무관,,    ,대전광역시 대덕구 대덕대로1447번길 40 한국타이어앤테크놀로지 대전공장 한국동그라미파트너스 (목상동),중소,대전지역본부,2023.5.11,1588-1519
7283,2023.5.11,2023-05-11~2023-06-02,(주)자우버,기타 기계 조작원,상용직,시급,9620,무관,무관,무관,,    ,충청남도 계룡시 두마면 입암길 42-46 자우버(입암리),중소,대전지역본부,2023.5.11,1588-1519
7284,2023.5.11,2023-05-11~2023-05-11,사단법인 행복나눔장애인복지협회 작업장,섬유·의복 분야 단순 종사원,상용직,시급,9620,무관,0년개월,무관,,    ,경기도 성남시 중원구 사기막골로 148 (상대원동),중소,인천지사,2023.5.11,1588-1519
7285,2023.5.11,2023-05-11~2023-08-10,의료법인 상원의료재단 인천힘찬종합병원,의료 보조원(간호조무사 제외),계약직,시급,9620,무관,0년개월,무관,,    ,인천광역시 남동구 논현로 72 (논현동),중소,인천지사,2023.5.11,1588-1519
7286,2023.5.11,2023-05-11~2023-06-09,한국맥도날드(유) 연희DT점,주방 보조원(일반 음식점),계약직,시급,9620,무관,0년개월,무관,,    ,인천광역시 서구 서곶로 265 (심곡동),대기업,인천지사,2023.5.18,1588-1519
7287,2023.5.11,2023-05-11~2023-08-10,모모디자인(주),단순 경리 사무원,상용직,시급,9620,무관,0년개월,무관,,    ,대구광역시 달성군 화원읍 비슬로 2631 가동 2층 201호,중소,대구지역본부,2023.5.11,1588-1519
7288,2023.5.11,2023-05-11~2023-06-02,청룡교통(주),환경 미화원,시간제,시급,9620,무관,0년개월,무관,,    ,인천광역시 서구 한서로53번길 16 (백석동),중소,인천지사,2023.5.17,1588-1519
7289,2023.5.11,2023-05-11~2023-05-25,인천환경공단,건물 청소원(클린마스터),상용직,월급,2324000,무관,무관,무관,,    ,인천광역시 연수구 능허대로 484  (동춘동),중소,인천지사,2023.5.11,1588-1519
7290,2023.5.11,2023-05-11~2023-05-25,(주)크라운제과,기타 기계 조작원,상용직,시급,9620,무관,0년개월,무관,,    ,서울특별시 용산구 한강대로72길 3 3  (남영동),대기업,인천지사,2023.5.11,1588-1519
7291,2023.5.11,2023-05-11~2023-05-15,해양경찰청,국가·지방행정 사무원,상용직,연봉,30268000,무관,0년개월,무관,,    ,인천광역시 연수구 해돋이로 130 해양경찰청  (송도동),"공사,공공",인천지사,2023.5.11,1588-1519
7292,2023.5.11,2023-05-11~2023-05-25,더봄플러스 주식회사,환경 미화원,계약직,월급,800000,무관,무관,무관,,    ,"서울특별시 금천구 디지털로9길 32 216-1호 (가산동, 갑을그레이트밸리)",중소,서울남부지사,2023.5.11,1588-1519
7293,2023.5.11,2023-05-11~2023-06-09,주식회사 만나투게더,콜센터 상담원(콜센터·고객센터·CS센터),상용직,월급,1510340,무관,무관,고졸,,    ,서울특별시 구로구 경인로 661 (신도림동)101동 18층,중소,서울남부지사,2023.5.11,1588-1519
7294,2023.5.11,2023-05-11~2023-06-09,주식회사 케이티알파,전산자료 입력원(DB·단순자료),계약직,월급,1010000,무관,무관,무관,,    ,서울특별시 동작구 보라매로5길 23 삼성보라매옴니타워,대기업,서울남부지사,2023.5.12,1588-1519
7295,2023.5.11,2023-05-11~2023-05-25,한국어촌어항공단,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,월급,1158400,무관,무관,무관,,    ,서울특별시 금천구 가산디지털2로 53 한라시그마밸리 12층 (가산동),중소,서울남부지사,2023.5.11,1588-1519
7296,2023.5.11,2023-05-11~2023-08-10,법무법인광장,사무 보조원,계약직,월급,1150000,무관,0년개월,무관,,    ,서울특별시 중구 남대문로 63 (소공동) 한진빌딩 25층,대기업,서울지역본부,2023.5.18,1588-1519
7297,2023.5.11,2023-05-11~2023-05-31,신한카드(주),사무 보조원,계약직,월급,2300000,무관,무관,무관,,    ,서울특별시 중구 마른내로 157-5 (광희동1가),대기업,서울지역본부,2023.5.18,1588-1519
7298,2023.5.11,2023-05-11~2023-05-15,서울동교초등학교,도서 정리원 및 사서보조원,계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 마포구 월드컵로25길 86 (망원동),"공사,공공",서울지역본부,2023.5.11,1588-1519
7299,2023.5.11,2023-05-11~2023-05-14,상암중학교,건물 청소원(클린마스터),계약직,시급,12030,무관,0년개월,무관,,    ,서울특별시 마포구 상암산로1길 26 (상암동),"공사,공공",서울지역본부,2023.5.11,1588-1519
7300,2023.5.11,2023-05-11~2023-06-15,삼성화재금융서비스보험대리점,사무 보조원,계약직,월급,1000000,무관,무관,무관,,    ,서울특별시 중구 퇴계로 173 (충무로3가)15층,대기업,서울지역본부,2023.5.18,1588-1519
7301,2023.5.11,2023-05-11~2023-05-31,한국 소아난치병 사랑나눔 사회적협동조합,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,무관,무관,,    ,경상북도 포항시 남구 대해로122번길 8 (대도동 98-56) 한국소아난치병사랑나눔 사회적 협동조합 (대도동),중소,경북지사,2023.5.15,1588-1519
7302,2023.5.11,2023-05-11~2023-07-31,국민건강보험공단일산병원,의료 보조원(간호조무사 제외),계약직,시급,9620,무관,무관,무관,,    ,경기도 고양시 일산동구 일산로 100 일산병원 (백석동),중소,경기북부지사,2023.5.18,1588-1519
7303,2023.5.11,2023-05-11~2023-08-10,세일실업,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,1010000,무관,무관,무관,,    ,경기도 연천군 백학면 백학산단길 57 백학산업단지 세일실업,중소,경기북부지사,2023.5.11,1588-1519
7304,2023.5.11,2023-05-11~2023-07-30,(주)두루행복한세상,총무 및 일반 사무원,상용직,시급,9620,무관,무관,무관,,    ,서울특별시 중구 퇴계로 235 2층 218호(충무로4가),중소,경기북부지사,2023.5.18,1588-1519
7305,2023.5.11,2023-05-11~2023-06-22,베데스다복음병원,콜센터 상담원(콜센터·고객센터·CS센터),상용직,시급,9620,무관,무관,무관,,    ,경상남도 양산시 신기로 28 396-2 (신기동),중소,울산지사,2023.5.11,1588-1519
